title,date,days,tokens,stem,lemma,pos_tags,named_entities
Exploring the Limits of Language Modeling,8 points by soates 36 days ago  | discuss,36,"['exploring', 'limits', 'language', 'modeling']",Exploring the Limits of Language Model,Exploring the Limits of Language Modeling,"[('Exploring', 'VBG'), ('the', 'DT'), ('Limits', 'NNS'), ('of', 'IN'), ('Language', 'NNP'), ('Modeling', 'NNP')]",['Language Modeling']
Text Mining South Park,7 points by pmigdal 35 days ago  | discuss,35,"['text', 'mining', 'south', 'park']",Text Mining South Park,Text Mining South Park,"[('Text', 'NNP'), ('Mining', 'NNP'), ('South', 'NNP'), ('Park', 'NNP')]",['Text Mining South Park']
Finding the K in K-means by Parametric Bootstrap,7 points by jmount 35 days ago  | 1 comment,35,"['finding', 'k', 'k', 'means', 'parametric', 'bootstrap']",Finding the K in K-means by Parametric Bootstrap,Finding the K in K-means by Parametric Bootstrap,"[('Finding', 'VBG'), ('the', 'DT'), ('K', 'NNP'), ('in', 'IN'), ('K', 'NNP'), ('-', ':'), ('means', 'NNS'), ('by', 'IN'), ('Parametric', 'NNP'), ('Bootstrap', 'NNP')]",['Parametric Bootstrap']
A Billion NYC Taxi and Uber Rides in AWS Redshift,2 points by marklit 25 days ago  | discuss,25,"['billion', 'nyc', 'taxi', 'uber', 'rides', 'aws', 'redshift']",A Billion NYC Taxi and Uber Rides in AWS Redshift,A Billion NYC Taxi and Uber Rides in AWS Redshift,"[('A', 'DT'), ('Billion', 'NNP'), ('NYC', 'NNP'), ('Taxi', 'NNP'), ('and', 'CC'), ('Uber', 'NNP'), ('Rides', 'NNP'), ('in', 'IN'), ('AWS', 'NNP'), ('Redshift', 'NNP')]",['AWS Redshift']
Getting Started with Statistics for Data Science,3 points by nickhould 29 days ago  | discuss,29,"['getting', 'started', 'statistics', 'data', 'science']",Getting Started with Statistics for Data Sci,Getting Started with Statistics for Data Science,"[('Getting', 'VBG'), ('Started', 'VBN'), ('with', 'IN'), ('Statistics', 'NNS'), ('for', 'IN'), ('Data', 'NNP'), ('Science', 'NNP')]",['Data Science']
Rodeo 1.3 - Tab-completion for docstrings,3 points by glamp 29 days ago  | discuss,29,"['rodeo', '1', '3', 'tab', 'completion', 'docstrings']",Rodeo 1.3 - Tab-completion for docstr,Rodeo 1.3 - Tab-completion for docstrings,"[('Rodeo', 'NN'), ('1', 'CD'), ('.', '.'), ('3', 'CD'), ('-', ':'), ('Tab', 'NNP'), ('-', ':'), ('completion', 'NN'), ('for', 'IN'), ('docstrings', 'NNS')]",['Tab']
Teaching D3.js - links,3 points by pmigdal 29 days ago  | discuss,29,"['teaching', 'd3', 'js', 'links']",Teaching D3.js - link,Teaching D3.js - links,"[('Teaching', 'VBG'), ('D3', 'NNP'), ('.', '.'), ('js', 'NN'), ('-', ':'), ('links', 'NNS')]",[]
Parallel scikit-learn on YARN,5 points by stijntonk 33 days ago  | discuss,33,"['parallel', 'scikit', 'learn', 'yarn']",Parallel scikit-learn on YARN,Parallel scikit-learn on YARN,"[('Parallel', 'NNP'), ('scikit', 'SYM'), ('-', ':'), ('learn', 'NN'), ('on', 'IN'), ('YARN', 'NN')]","['Parallel', 'YARN']"
Meetup: Free Live Webinar on Prescriptive Analytics for Fun and Profit,2 points by ann928 26 days ago  | discuss,26,"['meetup', 'free', 'live', 'webinar', 'prescriptive', 'analytics', 'fun', 'profit']",Meetup: Free Live Webinar on Prescriptive Analytics for Fun and Profit,Meetup: Free Live Webinar on Prescriptive Analytics for Fun and Profit,"[('Meetup', 'NN'), (':', ':'), ('Free', 'JJ'), ('Live', 'NNP'), ('Webinar', 'NNP'), ('on', 'IN'), ('Prescriptive', 'NNP'), ('Analytics', 'NNP'), ('for', 'IN'), ('Fun', 'NNP'), ('and', 'CC'), ('Profit', 'NN')]","['Meetup', 'Fun']"
Access to VK.com (Vkontakte) API via R,2 points by dementiy 27 days ago  | discuss,27,"['access', 'vk', 'com', 'vkontakte', 'api', 'via', 'r']",Access to VK.com (Vkontakte) API via R,Access to VK.com (Vkontakte) API via R,"[('Access', 'NN'), ('to', 'TO'), ('VK', 'NNP'), ('.', '.'), ('com', 'NN'), ('(', '('), ('Vkontakte', 'NNP'), (')', ')'), ('API', 'NNP'), ('via', 'IN'), ('R', 'NNP')]",['Access']
 	Deep Learning Tutorial by Y. LeCun and Y. Bengio,15 points by Anon84 45 days ago  | 1 comment,45,"['deep', 'learning', 'tutorial', 'lecun', 'bengio']", 	Deep Learning Tutorial by Y. LeCun and Y. Bengio, 	Deep Learning Tutorial by Y. LeCun and Y. Bengio,"[('Deep', 'NNP'), ('Learning', 'NNP'), ('Tutorial', 'NNP'), ('by', 'IN'), ('Y', 'NNP'), ('.', '.'), ('LeCun', 'NNP'), ('and', 'CC'), ('Y', 'NNP'), ('.', '.'), ('Bengio', 'NNP')]","['Deep Learning Tutorial', 'LeCun']"
Machine Learning Meets Economics,20 points by nicolaskruchten 49 days ago  | discuss,49,"['machine', 'learning', 'meets', 'economics']",Machine Learning Meets Econom,Machine Learning Meets Economics,"[('Machine', 'NN'), ('Learning', 'NNP'), ('Meets', 'NNP'), ('Economics', 'NNP')]",['Machine Learning Meets Economics']
Culll for data science. culled from the best!,5 points by culllman 34 days ago  | 1 comment,34,"['culll', 'data', 'science', 'culled', 'best']",Culll for data science. culled from the best!,Culll for data science. culled from the best!,"[('Culll', 'NNP'), ('for', 'IN'), ('data', 'NNS'), ('science', 'NN'), ('.', '.'), ('culled', 'VBN'), ('from', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('!', '.')]",['Culll']
Topic Modelling: Parliamentary Debate Records ,6 points by jovianho 36 days ago  | discuss,36,"['topic', 'modelling', 'parliamentary', 'debate', 'records']",Topic Modelling: Parliamentary Debate Records ,Topic Modelling: Parliamentary Debate Records ,"[('Topic', 'NN'), ('Modelling', 'VBG'), (':', ':'), ('Parliamentary', 'JJ'), ('Debate', 'NN'), ('Records', 'NNS')]",[]
Ask DT: Who Is Hiring? (February 2016),24 points by racketracer 44 days ago  | 19 comments,44,"['ask', 'dt', 'hiring', 'february', '2016']",Ask DT: Who Is Hiring? (February 2016),Ask DT: Who Is Hiring? (February 2016),"[('Ask', 'NNP'), ('DT', 'NNP'), (':', ':'), ('Who', 'WP'), ('Is', 'VBZ'), ('Hiring', 'VBG'), ('?', '.'), ('(', '('), ('February', 'NNP'), ('2016', 'CD'), (')', ')')]",['Ask']
A Day in the Life of a Data Scientist (Rutgers Online),2 points by jaytaylor 28 days ago  | 1 comment,28,"['day', 'life', 'data', 'scientist', 'rutgers', 'online']",A Day in the Life of a Data Scientist (Rutgers Online),A Day in the Life of a Data Scientist (Rutgers Online),"[('A', 'DT'), ('Day', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('Life', 'NNP'), ('of', 'IN'), ('a', 'DT'), ('Data', 'NNP'), ('Scientist', 'NNP'), ('(', '('), ('Rutgers', 'NNP'), ('Online', 'NNP'), (')', ')')]","['Data Scientist', 'Rutgers Online']"
GPU Computing for Data Science,11 points by AnnaOnTheWeb 43 days ago  | discuss,43,"['gpu', 'computing', 'data', 'science']",GPU Computing for Data Sci,GPU Computing for Data Science,"[('GPU', 'NNP'), ('Computing', 'NNP'), ('for', 'IN'), ('Data', 'NNP'), ('Science', 'NNP')]","['GPU Computing', 'Data Science']"
Big Data Landscape: Database of 675+ Big Data Players,4 points by dfkoz 34 days ago  | discuss,34,"['big', 'data', 'landscape', 'database', '675', '+', 'big', 'data', 'players']",Big Data Landscape: Database of 675+ Big Data Play,Big Data Landscape: Database of 675+ Big Data Players,"[('Big', 'NNP'), ('Data', 'NNP'), ('Landscape', 'NN'), (':', ':'), ('Database', 'NN'), ('of', 'IN'), ('675', 'CD'), ('+', 'JJ'), ('Big', 'NNP'), ('Data', 'NNP'), ('Players', 'NNS')]",['Big Data']
Deep Learning Udacity Course,20 points by tfturing 55 days ago  | 1 comment,55,"['deep', 'learning', 'udacity', 'course']",Deep Learning Udacity Cours,Deep Learning Udacity Course,"[('Deep', 'NNP'), ('Learning', 'NNP'), ('Udacity', 'NNP'), ('Course', 'NNP')]",['Deep Learning Udacity Course']
What has Kaggle learned from 2 million machine learning models?,4 points by tfturing 36 days ago  | discuss,36,"['kaggle', 'learned', '2', 'million', 'machine', 'learning', 'models']",What has Kaggle learned from 2 million machine learning models?,What has Kaggle learned from 2 million machine learning models?,"[('What', 'WP'), ('has', 'VBZ'), ('Kaggle', 'VBN'), ('learned', 'VBN'), ('from', 'IN'), ('2', 'CD'), ('million', 'CD'), ('machine', 'NN'), ('learning', 'NN'), ('models', 'NNS'), ('?', '.')]",[]
Making Causal Impact Analysis Easy,29 points by jxnlco 62 days ago  | discuss,62,"['making', 'causal', 'impact', 'analysis', 'easy']",Making Causal Impact Analysis Easi,Making Causal Impact Analysis Easy,"[('Making', 'VBG'), ('Causal', 'NNP'), ('Impact', 'NNP'), ('Analysis', 'NNP'), ('Easy', 'NNP')]",['Causal Impact Analysis Easy']
A recommendation system for blogs: Content-based similarity (part 2),2 points by tommels 30 days ago  | discuss,30,"['recommendation', 'system', 'blogs', 'content', 'based', 'similarity', 'part', '2']",A recommendation system for blogs: Content-based similarity (part 2),A recommendation system for blogs: Content-based similarity (part 2),"[('A', 'DT'), ('recommendation', 'NN'), ('system', 'NN'), ('for', 'IN'), ('blogs', 'NNS'), (':', ':'), ('Content', 'NNP'), ('-', ':'), ('based', 'VBN'), ('similarity', 'NN'), ('(', '('), ('part', 'NN'), ('2', 'CD'), (')', ')')]",[]
Turing Art Test,4 points by soates 36 days ago  | discuss,36,"['turing', 'art', 'test']",Turing Art Test,Turing Art Test,"[('Turing', 'VBG'), ('Art', 'NNP'), ('Test', 'NNP')]",['Art Test']
The happiness paradox: your friends are happier than you,4 points by Anon84 36 days ago  | discuss,36,"['happiness', 'paradox', 'friends', 'happier']",The happiness paradox: your friends are happier than y,The happiness paradox: your friends are happier than you,"[('The', 'DT'), ('happiness', 'NN'), ('paradox', 'NN'), (':', ':'), ('your', 'PRP$'), ('friends', 'NNS'), ('are', 'VBP'), ('happier', 'JJR'), ('than', 'IN'), ('you', 'PRP')]",[]
Deep Learning with Spark and Tensorflow,12 points by elyase 51 days ago  | discuss,51,"['deep', 'learning', 'spark', 'tensorflow']",Deep Learning with Spark and Tensorflow,Deep Learning with Spark and Tensorflow,"[('Deep', 'JJ'), ('Learning', 'NNP'), ('with', 'IN'), ('Spark', 'NNP'), ('and', 'CC'), ('Tensorflow', 'NNP')]","['Deep Learning', 'Spark', 'Tensorflow']"
Down and out in statistical computing,7 points by randyzwitch 44 days ago  | 1 comment,44,"['statistical', 'computing']",Down and out in statistical comput,Down and out in statistical computing,"[('Down', 'NNP'), ('and', 'CC'), ('out', 'IN'), ('in', 'IN'), ('statistical', 'JJ'), ('computing', 'NN')]",['Down']
AlphaGo: using machine learning to master the ancient game of Go,10 points by Anon84 49 days ago  | discuss,49,"['alphago', 'using', 'machine', 'learning', 'master', 'ancient', 'game', 'go']",AlphaGo: using machine learning to master the ancient game of Go,AlphaGo: using machine learning to master the ancient game of Go,"[('AlphaGo', 'NN'), (':', ':'), ('using', 'VBG'), ('machine', 'NN'), ('learning', 'VBG'), ('to', 'TO'), ('master', 'VB'), ('the', 'DT'), ('ancient', 'JJ'), ('game', 'NN'), ('of', 'IN'), ('Go', 'NNP')]",['AlphaGo']
Census Analyzer: preview of technology for web based tool for data analysis,9 points by solomatov 48 days ago  | 1 comment,48,"['census', 'analyzer', 'preview', 'technology', 'web', 'based', 'tool', 'data', 'analysis']",Census Analyzer: preview of technology for web based tool for data analysi,Census Analyzer: preview of technology for web based tool for data analysis,"[('Census', 'NNP'), ('Analyzer', 'NNP'), (':', ':'), ('preview', 'NN'), ('of', 'IN'), ('technology', 'NN'), ('for', 'IN'), ('web', 'NN'), ('based', 'VBN'), ('tool', 'NN'), ('for', 'IN'), ('data', 'NNS'), ('analysis', 'NN')]",['Census Analyzer']
Introduction to Java Web Scraping,3 points by ksahin 37 days ago  | discuss,37,"['introduction', 'java', 'web', 'scraping']",Introduction to Java Web Scrap,Introduction to Java Web Scraping,"[('Introduction', 'NN'), ('to', 'TO'), ('Java', 'NNP'), ('Web', 'NNP'), ('Scraping', 'VBG')]",['Java']
Market Basket Analysis Using R,3 points by randyzwitch 37 days ago  | discuss,37,"['market', 'basket', 'analysis', 'using', 'r']",Market Basket Analysis Using R,Market Basket Analysis Using R,"[('Market', 'NN'), ('Basket', 'NNP'), ('Analysis', 'NNP'), ('Using', 'NNP'), ('R', 'NNP')]",['Market Basket Analysis Using']
"Marvin Minsky, Pioneer in Artificial Intelligence, Dies at 88",10 points by vonnik 51 days ago  | discuss,51,"['marvin', 'minsky', 'pioneer', 'artificial', 'intelligence', 'dies', '88']","Marvin Minsky, Pioneer in Artificial Intelligence, Dies at 88","Marvin Minsky, Pioneer in Artificial Intelligence, Dies at 88","[('Marvin', 'NNP'), ('Minsky', 'NNP'), (',', ','), ('Pioneer', 'NNP'), ('in', 'IN'), ('Artificial', 'NNP'), ('Intelligence', 'NNP'), (',', ','), ('Dies', 'VBZ'), ('at', 'IN'), ('88', 'CD')]","['Marvin Minsky', 'Pioneer', 'Artificial Intelligence']"
Open Source Deep Learning Server,6 points by soates 44 days ago  | discuss,44,"['open', 'source', 'deep', 'learning', 'server']",Open Source Deep Learning Serv,Open Source Deep Learning Server,"[('Open', 'NNP'), ('Source', 'NNP'), ('Deep', 'NNP'), ('Learning', 'NNP'), ('Server', 'NNP')]",['Open Source Deep']
Spark-TS: A New Library for Analyzing Time-Series Data with Apache Spark,5 points by tfturing 42 days ago  | 1 comment,42,"['spark', 'ts', 'new', 'library', 'analyzing', 'time', 'series', 'data', 'apache', 'spark']",Spark-TS: A New Library for Analyzing Time-Series Data with Apache Spark,Spark-TS: A New Library for Analyzing Time-Series Data with Apache Spark,"[('Spark', 'NNP'), ('-', ':'), ('TS', 'NN'), (':', ':'), ('A', 'DT'), ('New', 'NNP'), ('Library', 'NNP'), ('for', 'IN'), ('Analyzing', 'NNP'), ('Time', 'NNP'), ('-', ':'), ('Series', 'NNP'), ('Data', 'NNP'), ('with', 'IN'), ('Apache', 'NNP'), ('Spark', 'NNP')]","['Spark', 'New Library', 'Series Data', 'Apache Spark']"
An exploration of convnet filters with Keras,6 points by soates 44 days ago  | discuss,44,"['exploration', 'convnet', 'filters', 'keras']",An exploration of convnet filters with Kera,An exploration of convnet filters with Keras,"[('An', 'DT'), ('exploration', 'NN'), ('of', 'IN'), ('convnet', 'NN'), ('filters', 'NNS'), ('with', 'IN'), ('Keras', 'NNP')]",['Keras']
Applied Spatial Data Science with R,9 points by AnnaOnTheWeb 50 days ago  | discuss,50,"['applied', 'spatial', 'data', 'science', 'r']",Applied Spatial Data Science with R,Applied Spatial Data Science with R,"[('Applied', 'NNP'), ('Spatial', 'NNP'), ('Data', 'NNP'), ('Science', 'NNP'), ('with', 'IN'), ('R', 'NNP')]",['Applied Spatial Data Science']
Secrets of Building a Data-Driven Organization,7 points by vvan0016 49 days ago  | 1 comment,49,"['secrets', 'building', 'data', 'driven', 'organization']",Secrets of Building a Data-Driven Organ,Secrets of Building a Data-Driven Organization,"[('Secrets', 'NNS'), ('of', 'IN'), ('Building', 'VBG'), ('a', 'DT'), ('Data', 'NNP'), ('-', ':'), ('Driven', 'NNP'), ('Organization', 'NNP')]","['Data', 'Driven Organization']"
Philly Tweets,2 points by ctufts 36 days ago  | 1 comment,36,"['philly', 'tweets']",Philly Tweet,Philly Tweets,"[('Philly', 'RB'), ('Tweets', 'NNS')]",[]
Neglected data science optimization topic: set diversity,2 points by jmount 37 days ago  | discuss,37,"['neglected', 'data', 'science', 'optimization', 'topic', 'set', 'diversity']",Neglected data science optimization topic: set divers,Neglected data science optimization topic: set diversity,"[('Neglected', 'VBN'), ('data', 'NNS'), ('science', 'NN'), ('optimization', 'NN'), ('topic', 'NN'), (':', ':'), ('set', 'VBN'), ('diversity', 'NN')]",[]
"Machine Learning: An In-Depth, Non-Technical Guide - Part 2",2 points by innoarchitech 37 days ago  | discuss,37,"['machine', 'learning', 'depth', 'non', 'technical', 'guide', 'part', '2']","Machine Learning: An In-Depth, Non-Technical Guide - Part 2","Machine Learning: An In-Depth, Non-Technical Guide - Part 2","[('Machine', 'NN'), ('Learning', 'NNP'), (':', ':'), ('An', 'DT'), ('In', 'IN'), ('-', ':'), ('Depth', 'NN'), (',', ','), ('Non', 'NNP'), ('-', ':'), ('Technical', 'NNP'), ('Guide', 'NNP'), ('-', ':'), ('Part', 'NN'), ('2', 'CD')]","['Machine Learning', 'Non', 'Technical Guide']"
Statistical Dependency Parsing using SVM in Python by @rj_here,2 points by rjbullet 37 days ago  | 3 comments,37,"['statistical', 'dependency', 'parsing', 'using', 'svm', 'python', '@', 'rj_here']",Statistical Dependency Parsing using SVM in Python by @rj_her,Statistical Dependency Parsing using SVM in Python by @rj_here,"[('Statistical', 'JJ'), ('Dependency', 'NNP'), ('Parsing', 'NNP'), ('using', 'VBG'), ('SVM', 'NNP'), ('in', 'IN'), ('Python', 'NNP'), ('by', 'IN'), ('@', 'NNP'), ('rj_here', 'NN')]","['SVM', 'Python']"
5 Reasons Kaggle Projects Won't Help Your Data Science Resume,9 points by Veerle 52 days ago  | 1 comment,52,"['5', 'reasons', 'kaggle', 'projects', 'help', 'data', 'science', 'resume']",5 Reasons Kaggle Projects Won't Help Your Data Science Resum,5 Reasons Kaggle Projects Won't Help Your Data Science Resume,"[('5', 'CD'), ('Reasons', 'NNPS'), ('Kaggle', 'NNP'), ('Projects', 'NNPS'), ('Won', 'NNP'), (""'"", 'POS'), ('t', 'NN'), ('Help', 'NNP'), ('Your', 'NNP'), ('Data', 'NNP'), ('Science', 'NNP'), ('Resume', 'NNP')]","['Kaggle Projects Won', 'Help Your Data Science Resume']"
Deep Learning Glossary,9 points by dbritz 52 days ago  | discuss,52,"['deep', 'learning', 'glossary']",Deep Learning Glossari,Deep Learning Glossary,"[('Deep', 'NNP'), ('Learning', 'NNP'), ('Glossary', 'NNP')]",['Deep Learning']
Teaching a Semester of D3.js,16 points by pmigdal 60 days ago  | discuss,60,"['teaching', 'semester', 'd3', 'js']",Teaching a Semester of D3.j,Teaching a Semester of D3.js,"[('Teaching', 'VBG'), ('a', 'DT'), ('Semester', 'NN'), ('of', 'IN'), ('D3', 'NNP'), ('.', '.'), ('js', 'NN')]",[]
Finding Nearest Neighbors in SQL,7 points by jonathanbishop 50 days ago  | 2 comments,50,"['finding', 'nearest', 'neighbors', 'sql']",Finding Nearest Neighbors in SQL,Finding Nearest Neighbors in SQL,"[('Finding', 'VBG'), ('Nearest', 'JJS'), ('Neighbors', 'NNS'), ('in', 'IN'), ('SQL', 'NNP')]",['SQL']
Free Data Science Curriculum,8 points by Veerle 52 days ago  | discuss,52,"['free', 'data', 'science', 'curriculum']",Free Data Science Curriculum,Free Data Science Curriculum,"[('Free', 'JJ'), ('Data', 'NNP'), ('Science', 'NNP'), ('Curriculum', 'NNP')]",['Free Data Science Curriculum']
Deep Learning is Easy - Learn Something Harder,5 points by ebellm 48 days ago  | discuss,48,"['deep', 'learning', 'easy', 'learn', 'something', 'harder']",Deep Learning is Easy - Learn Something Hard,Deep Learning is Easy - Learn Something Harder,"[('Deep', 'JJ'), ('Learning', 'NNP'), ('is', 'VBZ'), ('Easy', 'NNP'), ('-', ':'), ('Learn', 'NNP'), ('Something', 'NNP'), ('Harder', 'NNP')]","['Deep Learning', 'Easy', 'Learn']"
"FlyElephant as a tool for calculations in C++, R, Python, or Octave",6 points by m31 51 days ago  | discuss,51,"['flyelephant', 'tool', 'calculations', 'c', '++,', 'r', 'python', 'octave']","FlyElephant as a tool for calculations in C++, R, Python, or Octav","FlyElephant as a tool for calculations in C++, R, Python, or Octave","[('FlyElephant', 'NNP'), ('as', 'IN'), ('a', 'DT'), ('tool', 'NN'), ('for', 'IN'), ('calculations', 'NNS'), ('in', 'IN'), ('C', 'NNP'), ('++,', 'NNP'), ('R', 'NNP'), (',', ','), ('Python', 'NNP'), (',', ','), ('or', 'CC'), ('Octave', 'VB')]","['FlyElephant', 'Python']"
Yahoo Releases the Largest-ever Machine Learning Dataset for Researchers,13 points by srinify 62 days ago  | 1 comment,62,"['yahoo', 'releases', 'largest', 'ever', 'machine', 'learning', 'dataset', 'researchers']",Yahoo Releases the Largest-ever Machine Learning Dataset for Research,Yahoo Releases the Largest-ever Machine Learning Dataset for Researchers,"[('Yahoo', 'NN'), ('Releases', 'VBZ'), ('the', 'DT'), ('Largest', 'NNP'), ('-', ':'), ('ever', 'RB'), ('Machine', 'NNP'), ('Learning', 'NNP'), ('Dataset', 'NNP'), ('for', 'IN'), ('Researchers', 'NNP')]","['Yahoo', 'Largest', 'Machine Learning Dataset']"
